,PKMuestreo,FechaMuestreo,IDPiscina,PKCiclo,KilosAlimento,FechaSiembra,FechaCosecha,CantidadSembrada,Hectareas,days_from_last_monitoring,cycle_days,survival_updated_at,Supervivencia,PesoPromedio2,CantidadCosechada,biomass_harvested,CantidadCosechada_cum,biomass_harvested_cum,stocked_minus_harvested,live_animals,live_biomass,cumulative_biomass,kg/ha/day,cumulative_fcr,density_ha,density_ha_bin,biomass_ha,NombreProveedor,Proveedor,Codigo,Especie,Origen,Proceso,Descripcion,MnProveedor,total_feed_given,cycle_feed_cost,start_weight,start_cycle_days,CantidadCosechada_harvested,VentaUSDReal,average_weight_harvest,Parcial,final_sale,partial_harvest_qty,partial_harvest_rev,final_biomass_harvested,cycle_fcr,cycle_weekly_growth_rate,rev_ha_day,cycle_feed_ha_day,total_qty_harvested_ha,total_qty_harvested_ha_day,avg_feed_cost_$,cycle_survival
166,122153,2021-05-31,19,4759,1350.0,2021-02-24,2021-06-07,714000,6.5,7.0,103,2021-05-31,79.0,28.0,0.0,0.0,208909.0,2931.0,505091.0,399022.0,11173.0,14104.0,29.7,1.815,109846.0,<130K,2170.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,25600.0,26546.97,1.5,5,640665.0,62354.0,24.940001,1.0,1.0,208909.0,8681.0,13699.0,1.869,1.89,93.14,38.24,98563.85,956.93,1.04,89.7
167,122154,2021-05-31,20,4760,1350.0,2021-02-24,2021-06-07,450000,5.9000001,7.0,103,2021-05-31,78.0,28.1,0.0,0.0,80574.0,1996.0,369426.0,288152.0,8097.0,10093.0,32.7,2.125,76271.0,<130K,1711.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,21450.0,22224.78,1.4,5,368278.0,46904.0,27.0,1.0,1.0,80574.0,9355.0,9764.0,2.197,1.91,77.18,35.3,62420.0,606.02,1.04,81.8
168,121884,2021-05-24,75,4761,2825.0,2021-03-09,2021-05-27,824000,10.5,7.0,79,2021-05-24,92.0,27.7,0.0,0.0,184558.0,4250.0,639442.0,588287.0,16296.0,20546.0,38.4,1.403,78476.0,<130K,1957.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,28825.0,29682.12,3.5,6,673186.0,84944.0,27.91,1.0,1.0,184558.0,17445.0,17888.0,1.611,2.32,102.4,34.75,64112.95,811.56,1.03,81.69999999999999
169,121843,2021-05-24,23,4762,2575.0,2021-03-19,2021-05-26,902000,16.200001,7.0,68,,99.0,28.6,0.0,0.0,141815.0,3387.0,760185.0,752583.0,21524.0,24911.0,22.7,1.301,55679.0,<130K,1538.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,32400.0,32904.36,5.2,3,678240.0,90645.0,28.780001,1.0,1.0,141815.0,15123.0,18825.0,1.721,2.52,82.28,29.41,41866.66,615.69,1.02,75.2
170,121883,2021-05-24,74,4763,3600.0,2021-03-23,2021-05-28,770000,11.0,7.0,66,2021-05-24,97.0,27.8,0.0,0.0,149039.0,3528.0,620961.0,602332.0,16745.0,20273.0,46.8,1.34,70000.0,<130K,1843.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,27175.0,27392.4,6.2,6,617441.0,84997.0,29.0,1.0,1.0,149039.0,16018.0,17112.0,1.588,2.52,117.08,37.43,56131.0,850.47,1.01,80.2
171,122162,2021-05-31,29,4764,1475.0,2021-03-24,2021-06-03,484000,9.3000002,7.0,71,2021-05-31,93.0,27.6,0.0,0.0,145019.0,3567.0,338981.0,315252.0,8701.0,12268.0,22.7,1.665,52043.0,<130K,1319.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,20425.0,20588.399999999998,9.6,5,396234.0,50004.0,26.790001,1.0,1.0,145019.0,16331.0,10297.0,1.984,1.91,75.73,30.93,42605.81,600.08,1.01,81.89999999999999
172,122173,2021-05-31,40,4765,2525.0,2021-03-25,2021-06-04,781000,12.4,7.0,71,2021-05-31,94.0,28.5,0.0,0.0,150183.0,3609.0,630817.0,592968.0,16900.0,20509.0,29.1,1.444,62984.0,<130K,1654.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,29625.0,30025.44,4.7,4,832678.0,111896.0,27.42,1.0,1.0,150183.0,16866.0,22323.0,1.327,2.49,127.1,33.65,67151.45,945.8,1.01,106.60000000000001
173,122177,2021-05-31,44,4766,4125.0,2021-03-26,2021-06-02,1035000,14.7,7.0,68,2021-05-31,97.0,25.3,0.0,0.0,225668.0,5168.0,809332.0,785052.0,19862.0,25030.0,40.1,1.466,70408.0,<130K,1703.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,36700.0,37204.71,3.6,3,1057497.0,125049.0,24.92,1.0,1.0,225668.0,23150.0,25897.0,1.417,2.34,125.1,36.71,71938.57,1057.92,1.01,102.2
174,123139,2021-06-28,67,4780,2375.0,2021-04-14,2021-07-02,655000,6.0,7.0,79,2021-06-28,87.0,19.6,0.0,0.0,111246.0,1464.0,543754.0,473066.0,9272.0,10736.0,56.5,1.805,109167.0,<130K,1789.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,19375.0,20360.66,1.4,5,607313.0,45974.0,19.07,1.0,1.0,111246.0,4117.0,10924.0,1.774,1.72,96.99,40.88,101218.83,1281.25,1.05,92.7
175,123371,2021-07-05,46,4783,2025.0,2021-04-14,2021-07-06,582000,5.3000002,7.0,83,,102.0,,0.0,0.0,182007.0,2721.0,399993.0,407993.0,,,54.6,,109811.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,20575.0,21733.22,1.4,5,608129.0,57317.0,22.190001,1.0,1.0,182007.0,9858.0,12177.0,1.69,,130.3,46.77,114741.32,1382.43,1.06,104.5
176,123797,2021-07-19,24,4784,4175.0,2021-04-15,2021-07-24,1792000,15.4,7.0,100,2021-07-19,85.0,26.6,0.0,0.0,639301.0,8784.0,1152699.0,979794.0,26063.0,34847.0,38.7,1.72,116364.0,<130K,2263.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,59925.0,62910.69,1.2,4,1929896.0,177283.0,23.34,1.0,1.0,639301.0,31481.0,38906.0,1.54,1.85,115.12,38.91,125317.92,1253.18,1.05,107.69999999999999
177,123982,2021-07-26,31,4789,3625.0,2021-04-16,2021-07-28,1469000,14.0,7.0,103,,110.0,24.0,0.0,0.0,605398.0,9325.0,863602.0,949962.0,22799.0,32124.0,37.0,1.991,104929.0,<130K,2295.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,63950.0,66480.27,1.4,3,1797866.0,182138.0,24.030001,2.0,1.0,605398.0,37742.0,37980.0,1.684,1.58,126.31,44.35,128419.0,1246.79,1.04,122.39999999999999
178,123808,2021-07-19,35,4790,1925.0,2021-04-20,2021-07-22,681000,5.4000001,7.0,93,2021-07-19,100.0,22.9,0.0,0.0,334549.0,5655.0,346451.0,346451.0,7934.0,13589.0,50.9,1.752,126111.0,<130K,2516.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,23805.0,24985.61,1.8,6,767692.0,66092.0,21.129999,2.0,1.0,334549.0,23027.0,14807.0,1.608,1.7,131.6,47.4,142165.18,1528.66,1.05,112.7
179,123990,2021-07-26,42,4792,5875.0,2021-04-18,2021-07-29,2944000,28.4,7.0,102,,84.0,27.9,0.0,0.0,1161685.0,19254.0,1782315.0,1497145.0,41770.0,61024.0,29.6,1.722,103662.0,<130K,2149.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,105099.0,109333.212,1.0,1,2499083.0,276069.0,26.98,2.0,1.0,1161685.0,80731.0,55337.0,1.899,1.86,95.3,36.28,87995.88,862.7,1.04,84.89999999999999
180,124218,2021-08-02,39,4794,3575.0,2021-04-23,2021-08-05,1410000,12.7,7.0,104,2021-08-02,74.0,27.4,0.0,0.0,393414.0,6869.0,1016586.0,752274.0,20612.0,27481.0,40.2,1.832,111024.0,<130K,2164.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,50350.0,51962.200000000004,1.8,3,1046435.0,128082.0,27.67,1.0,1.0,393414.0,31525.0,24938.0,2.019,1.77,96.97,38.12,82396.46,792.27,1.03,74.2
181,123806,2021-07-19,33,4795,3575.0,2021-04-21,2021-07-22,1027000,9.3000002,7.0,92,2021-07-19,84.0,22.0,0.0,0.0,336716.0,5519.0,690284.0,579839.0,12756.0,18275.0,54.9,1.793,110430.0,<130K,1965.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,32775.0,34534.46,1.8,5,993203.0,89024.0,21.870001,2.0,1.0,336716.0,22534.0,19876.0,1.649,1.63,104.05,38.31,106796.02,1160.83,1.05,96.7
182,123805,2021-07-19,32,4796,7150.0,2021-04-21,2021-07-23,1963000,17.0,7.0,93,2021-07-19,93.0,23.2,0.0,0.0,672539.0,11410.0,1290461.0,1200129.0,27843.0,39253.0,60.1,1.758,115471.0,<130K,2309.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,69025.0,72543.38,1.8,5,2099653.0,207054.0,22.799999,2.0,1.0,672539.0,47367.0,43948.0,1.571,1.7,130.96,43.66,123509.0,1328.05,1.05,107.0
183,123799,2021-07-19,26,4801,5025.0,2021-04-28,2021-07-24,1218000,13.2,7.0,87,2021-07-19,103.0,22.4,0.0,0.0,305556.0,5115.0,912444.0,939817.0,21052.0,26167.0,54.4,1.76,92273.0,<130K,1982.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,46064.0,47116.87,2.0,5,1161207.0,133950.0,25.530001,1.0,1.0,305556.0,22158.0,26960.0,1.709,1.74,116.64,40.11,87970.23,1011.15,1.02,95.3
184,123347,2021-07-05,22,4802,5125.0,2021-04-29,2021-07-11,1206000,12.5,7.0,73,2021-07-05,101.0,22.9,0.0,0.0,377427.0,6318.0,828573.0,836859.0,19164.0,25482.0,58.6,1.456,96480.0,<130K,2039.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,37091.0,38470.1664,1.9,4,1263892.0,115545.0,21.440001,1.0,1.0,377427.0,29390.0,25324.0,1.465,2.13,126.62,40.65,101111.36,1385.09,1.04,104.80000000000001
186,124215,2021-08-02,36,4809,4325.0,2021-05-07,2021-08-05,1364000,15.1,7.0,90,2021-08-02,89.0,26.3,0.0,0.0,336545.0,5728.0,1027455.0,914435.0,24050.0,29778.0,40.9,1.442,90331.0,<130K,1972.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,42925.0,44236.48,1.8,3,1163717.0,140129.0,26.42,1.0,1.0,336545.0,25350.0,27582.0,1.556,1.97,103.11,31.59,77067.35,856.3,1.03,85.3
187,124209,2021-08-02,30,4815,3425.0,2021-05-11,2021-08-08,807000,9.0,7.0,89,2021-08-02,108.0,21.0,0.0,0.0,224202.0,3260.0,582798.0,629422.0,13218.0,16478.0,54.4,1.909,89667.0,<130K,1831.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,31450.0,32887.43,1.5,6,877245.0,83208.0,22.51,1.0,1.0,224202.0,11177.0,17960.0,1.751,1.64,103.88,39.26,97471.67,1095.19,1.05,108.7
188,124853,2021-08-23,41,4817,2550.0,2021-05-13,2021-08-24,1298000,11.4,7.0,103,,82.0,,0.0,0.0,369084.0,7214.0,928916.0,761711.0,,,32.0,,113860.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,49575.0,52297.07,0.9,4,1016021.0,119051.0,26.610001,2.0,1.0,369084.0,31821.0,24429.0,2.029,,101.39,42.22,89124.65,865.29,1.05,78.3
189,124217,2021-08-02,38,4818,1950.0,2021-05-13,2021-08-07,536000,5.0999999,7.0,86,2021-08-02,95.0,21.3,0.0,0.0,122714.0,2161.0,413286.0,392622.0,8363.0,10524.0,54.6,1.729,105098.0,<130K,2064.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,18200.0,18677.4,1.1,4,484692.0,48129.0,22.59,1.0,1.0,122714.0,9245.0,10338.0,1.76,1.72,109.73,41.5,95037.65,1105.09,1.03,90.4
190,124453,2021-08-16,25,4821,5225.0,2021-05-18,2021-08-18,1368000,12.0,7.0,92,2021-08-16,99.0,23.7,0.0,0.0,481162.0,7596.0,886838.0,877970.0,20808.0,28404.0,62.2,1.741,114000.0,<130K,2367.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,49450.0,51493.86,1.9,6,1271478.0,108487.0,21.645,2.0,1.0,481162.0,30353.0,24702.0,2.002,1.77,98.27,44.79,105956.5,1151.7,1.04,92.9
191,124488,2021-08-16,64,4822,2225.0,2021-05-19,2021-08-17,648000,7.1999998,7.0,90,,98.0,,0.0,0.0,154046.0,2745.0,493954.0,484075.0,,,44.1,,90000.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,26660.0,27911.44,1.4,5,671474.0,73103.0,24.34,1.0,1.0,154046.0,11867.0,15339.0,1.738,,112.81,41.14,93260.28,1036.23,1.05,103.60000000000001
192,125164,2021-08-30,34,4823,3950.0,2021-05-20,2021-09-04,1718000,14.8,7.0,107,2021-08-30,70.0,28.2,0.0,0.0,534453.0,10086.0,1183547.0,828483.0,23363.0,33449.0,38.1,1.774,116081.0,<130K,2260.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,59325.0,61908.36,1.3,4,1403548.0,159201.0,26.049999,2.0,1.0,534453.0,43971.0,32726.0,1.813,1.83,100.53,37.46,94834.32,886.3,1.04,81.69999999999999
193,125172,2021-08-30,43,4826,3800.0,2021-05-23,2021-09-03,1743000,16.799999,7.0,103,2021-08-30,88.0,26.7,0.0,0.0,677302.0,11458.0,1065698.0,937814.0,25040.0,36498.0,32.3,1.717,103750.0,<130K,2173.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,62650.0,65189.0,0.8,1,1345534.0,142189.0,27.309999,2.0,1.0,677302.0,45999.0,29707.0,2.109,1.78,82.17,36.21,80091.31,777.59,1.04,77.2
194,125157,2021-08-30,27,4834,3750.0,2021-05-27,2021-09-05,697000,8.8000002,7.0,101,2021-08-30,77.0,30.0,0.0,0.0,0.0,0.0,697000.0,536690.0,16101.0,16101.0,60.9,2.104,79205.0,<130K,1830.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,33875.0,35232.1,1.8,4,559666.0,96263.0,29.73,0.0,1.0,0.0,0.0,16639.0,2.036,2.04,108.31,38.11,63598.41,629.69,1.04,80.30000000000001
195,125158,2021-08-30,28,4835,2200.0,2021-05-27,2021-09-01,573000,7.4000001,7.0,97,2021-08-30,80.0,30.0,0.0,0.0,0.0,0.0,573000.0,458400.0,13752.0,13752.0,42.5,1.932,77432.0,<130K,1858.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,26575.0,27560.27,1.8,4,506651.0,77290.0,28.4,0.0,1.0,0.0,0.0,14389.0,1.847,2.12,107.68,37.02,68466.35,705.84,1.04,88.4
196,124836,2021-08-23,23,4836,4350.0,2021-06-02,2021-08-25,1553000,16.200001,7.0,84,2021-08-23,78.0,26.1,0.0,0.0,310800.0,6775.0,1242200.0,968916.0,25289.0,32064.0,38.4,1.463,95864.0,<130K,1979.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,P&A,46900.0,48986.15,1.7,5,1264173.0,139042.0,23.719999,1.0,1.0,310800.0,31807.0,29389.0,1.596,2.16,102.18,34.47,78035.37,928.99,1.04,81.39999999999999
197,124877,2021-08-23,75,4837,1725.0,2021-06-04,2021-08-23,1161000,10.5,7.0,80,,94.0,,0.0,0.0,510891.0,9538.0,650109.0,611102.0,,,23.5,,110571.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,35800.0,37284.96,1.8,3,1203690.0,119933.0,23.469999,2.0,1.0,510891.0,42099.0,25798.0,1.388,,142.78,42.62,114637.14,1432.96,1.04,103.69999999999999
198,124464,2021-08-16,37,4838,2450.0,2021-06-09,2021-08-20,777000,9.8000002,7.0,72,2021-08-16,78.0,24.0,0.0,0.0,0.0,0.0,777000.0,606060.0,14545.0,14545.0,35.7,1.49,79286.0,<130K,1484.0,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,AQ,21675.0,22794.989999999998,2.3,5,609439.0,70502.0,24.16,0.0,1.0,0.0,0.0,14724.0,1.472,2.27,99.92,30.72,62187.65,863.72,1.05,78.4
199,125194,2021-08-30,74,4839,3900.0,2021-06-10,2021-09-01,1080000,11.0,7.0,83,2021-08-30,49.0,28.2,0.0,0.0,0.0,0.0,1080000.0,529200.0,14923.0,14923.0,50.6,1.997,98182.0,<130K,1357.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,29800.0,32009.53,1.0,4,566903.0,74679.0,26.370001,0.0,1.0,0.0,0.0,14949.0,1.993,2.41,81.8,32.64,51536.64,620.92,1.07,52.5
200,125489,2021-09-13,44,4843,3425.0,2021-06-15,2021-09-19,1452000,14.7,7.0,96,2021-09-13,63.0,25.6,0.0,0.0,251415.0,4352.0,1200585.0,756369.0,19363.0,23715.0,33.3,1.732,98776.0,<130K,1613.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,41075.0,43393.85,1.4,6,855493.0,105716.0,26.24,1.0,1.0,251415.0,18528.0,20203.0,2.033,1.88,74.91,29.11,58196.8,606.22,1.06,58.9
201,125170,2021-08-30,40,4844,4825.0,2021-06-15,2021-09-06,1293000,12.4,7.0,83,2021-08-30,60.0,25.4,0.0,0.0,0.0,0.0,1293000.0,775800.0,19705.0,19705.0,55.6,1.572,104274.0,<130K,1589.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,30975.0,32992.04,1.4,6,710084.0,92054.0,25.129999,0.0,1.0,0.0,0.0,17844.0,1.736,2.18,89.44,30.1,57264.84,689.94,1.07,54.900000000000006
202,125466,2021-09-13,19,4845,2125.0,2021-06-16,2021-09-17,720000,6.5,7.0,93,2021-09-13,86.0,25.4,0.0,0.0,188712.0,3644.0,531288.0,456908.0,11605.0,15249.0,46.7,1.528,110769.0,<130K,2346.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,23300.0,24305.8,1.7,5,620566.0,71817.0,24.33,1.0,1.0,188712.0,16151.0,14151.0,1.647,1.89,118.8,38.54,95471.69,1026.58,1.04,86.2
203,125467,2021-09-13,20,4846,1925.0,2021-06-16,2021-09-21,664000,5.9000001,7.0,97,2021-09-13,70.0,27.5,0.0,0.0,167720.0,3380.0,496280.0,347396.0,9553.0,12933.0,46.6,1.67,112542.0,<130K,2192.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,21600.0,22528.62,1.6,5,514178.0,63831.0,25.549999,1.0,1.0,167720.0,15365.0,12232.0,1.766,1.97,111.53,37.74,87148.81,898.44,1.04,77.4
204,125995,2021-09-27,29,4849,1750.0,2021-07-02,2021-10-01,956000,9.3000002,7.0,91,2021-09-27,76.0,22.5,0.0,0.0,111610.0,2086.0,844390.0,641736.0,14439.0,16525.0,26.9,1.681,102796.0,<130K,1777.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,27775.0,29382.25,1.0,3,647540.0,70284.0,21.57,1.0,1.0,111610.0,9782.0,13646.0,2.035,1.71,83.05,32.82,69627.96,765.14,1.06,67.7
205,126022,2021-09-27,67,4863,1625.0,2021-07-15,2021-10-03,539000,6.0,7.0,80,2021-09-27,65.0,26.9,0.0,0.0,0.0,0.0,539000.0,350350.0,9424.0,9424.0,38.7,1.621,89833.0,<130K,1571.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,15275.0,15680.17,2.0,4,285383.0,42568.0,26.34,0.0,1.0,0.0,0.0,7517.0,2.032,2.29,88.68,31.82,47563.83,594.55,1.03,52.900000000000006
206,126449,2021-10-04,46,4866,1550.0,2021-07-21,2021-10-09,572000,5.3000002,7.0,80,2021-10-04,59.0,24.2,0.0,0.0,0.0,0.0,572000.0,337480.0,8167.0,8167.0,41.8,1.668,107925.0,<130K,1541.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,13625.0,14518.25,1.4,5,327054.0,40212.0,24.1,0.0,1.0,0.0,0.0,7882.0,1.729,2.13,94.84,32.13,61708.3,771.35,1.07,57.199999999999996
207,125988,2021-09-27,22,4867,8200.0,2021-07-22,2021-10-02,1739000,12.5,7.0,72,2021-09-27,64.0,21.5,0.0,0.0,0.0,0.0,1739000.0,1112960.0,23929.0,23929.0,93.7,1.877,139120.0,130-160k,1914.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,44925.0,47399.46,1.5,4,1181460.0,126773.0,21.09,0.0,1.0,0.0,0.0,24917.0,1.803,2.06,140.86,49.92,94516.8,1312.73,1.06,67.9
208,126592,2021-10-11,32,4876,4000.0,2021-07-28,2021-10-19,1590000,17.0,7.0,83,2021-10-11,58.0,25.4,0.0,0.0,0.0,0.0,1590000.0,922200.0,23424.0,23424.0,33.6,1.579,93529.0,<130K,1378.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,36995.0,39423.64,1.9,5,1041132.0,140353.0,25.26,0.0,1.0,0.0,0.0,26299.0,1.407,2.11,99.47,26.22,61243.06,737.87,1.07,65.5
209,126593,2021-10-11,33,4877,2000.0,2021-07-28,2021-10-14,853000,9.3000002,7.0,78,2021-10-11,47.0,27.4,0.0,0.0,0.0,0.0,853000.0,400910.0,10985.0,10985.0,30.7,1.746,91720.0,<130K,1181.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,19175.0,20520.57,1.9,5,471655.0,64557.0,25.26,0.0,1.0,0.0,0.0,11914.0,1.609,2.45,89.0,26.43,50715.59,650.2,1.07,55.300000000000004
210,126595,2021-10-11,35,4878,1350.0,2021-07-28,2021-10-18,527000,5.4000001,7.0,82,2021-10-11,48.0,28.4,0.0,0.0,0.0,0.0,527000.0,252960.0,7184.0,7184.0,35.7,1.881,97593.0,<130K,1330.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,13515.0,14324.33,1.9,5,226462.0,35724.0,28.84,0.0,1.0,0.0,0.0,6531.0,2.069,2.41,80.68,30.52,41937.41,511.43,1.06,43.0
211,126585,2021-10-11,24,4879,4075.0,2021-07-29,2021-10-18,1372000,15.4,7.0,81,2021-10-11,69.0,27.4,0.0,0.0,0.0,0.0,1372000.0,946680.0,25939.0,25939.0,37.8,1.592,89091.0,<130K,1684.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,41300.0,43387.32,2.0,4,1108174.0,134029.0,24.1,0.0,1.0,0.0,0.0,26707.0,1.546,2.31,107.45,33.11,71959.35,888.39,1.05,80.80000000000001
212,127057,2021-10-25,26,4880,3675.0,2021-07-30,2021-10-27,1133050,13.2,7.0,89,,62.0,25.8,0.0,0.0,0.0,0.0,1133050.0,702491.0,18124.0,18124.0,39.8,1.861,85837.0,<130K,1373.0,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,CRIE,33725.0,36047.74,1.1,3,719339.0,98817.0,25.77,0.0,1.0,0.0,0.0,18537.0,1.819,2.01,84.11,28.71,54495.38,612.31,1.07,63.5
213,125997,2021-09-27,31,4881,1475.0,2021-08-02,2021-10-04,1062000,14.0,7.0,63,2021-09-27,36.0,27.0,0.0,0.0,0.0,0.0,1062000.0,382320.0,10323.0,10323.0,15.1,1.43,75857.0,<130K,737.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,14760.0,16106.14,2.9,0,384722.0,53257.0,26.049999,0.0,1.0,0.0,0.0,10022.0,1.473,2.68,60.38,16.73,27480.14,436.19,1.09,36.199999999999996
214,126446,2021-10-04,42,4882,5200.0,2021-08-03,2021-10-11,2248000,28.4,7.0,69,2021-10-04,58.0,22.8,0.0,0.0,0.0,0.0,2248000.0,1303840.0,29728.0,29728.0,26.2,1.618,79155.0,<130K,1047.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,48100.0,49664.78,5.1,6,1491329.0,180691.0,23.559999,0.0,1.0,0.0,0.0,35136.0,1.369,1.97,92.21,24.55,52511.58,761.04,1.03,66.3
215,127815,2021-11-15,36,4898,5750.0,2021-08-18,2021-11-19,1525000,15.1,7.0,93,2021-11-15,78.0,23.6,0.0,0.0,243405.0,4396.0,1281595.0,999644.0,23592.0,27988.0,54.4,1.746,100993.0,<130K,1854.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,48875.0,50698.13,1.7,5,1314255.0,136030.0,24.139999,1.0,1.0,243405.0,20303.0,30246.0,1.616,1.74,96.87,34.8,87036.75,935.88,1.04,86.2
216,127468,2021-11-01,39,4899,3025.0,2021-08-19,2021-11-05,1232000,12.7,7.0,78,2021-11-01,56.0,24.7,0.0,0.0,0.0,0.0,1232000.0,689920.0,17041.0,17041.0,34.0,1.504,97008.0,<130K,1342.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,25625.0,27464.239999999998,1.4,4,569561.0,73279.0,25.35,0.0,1.0,0.0,0.0,14438.0,1.775,2.2,73.97,25.87,44847.32,574.97,1.07,46.2
217,127068,2021-10-25,38,4900,1175.0,2021-08-19,2021-10-25,562000,5.0999999,7.0,67,,65.0,,0.0,0.0,0.0,0.0,562000.0,365300.0,,,32.9,,110196.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,10625.0,11341.0,1.3,4,319101.0,35125.0,22.25,0.0,1.0,0.0,0.0,7100.0,1.496,,102.79,31.09,62568.82,933.86,1.07,56.8
218,127090,2021-10-25,64,4901,2750.0,2021-08-20,2021-10-26,729000,7.1999998,7.0,67,,78.0,,0.0,0.0,0.0,0.0,729000.0,568620.0,,,54.6,,101250.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,18550.0,19253.88,1.6,3,599736.0,67245.0,22.719999,0.0,1.0,0.0,0.0,13626.0,1.361,,139.4,38.45,83296.67,1243.23,1.04,82.3
219,127467,2021-11-01,37,4902,2250.0,2021-08-24,2021-11-03,859000,9.8000002,7.0,71,,69.0,26.2,0.0,0.0,0.0,0.0,859000.0,592710.0,15529.0,15529.0,32.8,1.518,87653.0,<130K,1585.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,P&A,23575.0,24041.87,5.2,6,543933.0,74745.0,26.6,0.0,1.0,0.0,0.0,14469.0,1.629,2.26,107.42,33.88,55503.37,781.74,1.02,63.3
220,128098,2021-11-22,25,4903,4225.0,2021-08-25,2021-11-23,1148000,12.0,7.0,90,2021-11-22,71.0,30.9,0.0,0.0,151667.0,3229.0,996333.0,707396.0,21859.0,25088.0,50.3,1.73,95667.0,<130K,2091.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,43400.0,46106.59,3.0,5,816296.0,107616.0,31.290001,1.0,1.0,151667.0,16064.0,24025.0,1.806,2.3,99.64,40.19,68024.67,755.83,1.06,71.1
221,127460,2021-11-01,30,4904,2450.0,2021-08-17,2021-11-04,865000,9.0,7.0,79,2021-11-01,93.0,23.8,0.0,0.0,119142.0,2471.0,745858.0,693648.0,16509.0,18980.0,38.9,1.496,96111.0,<130K,2109.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,28400.0,29618.48,2.0,6,789628.0,91743.0,23.950001,1.0,1.0,119142.0,12034.0,18529.0,1.533,2.09,129.03,39.94,87736.44,1110.59,1.04,91.3
